,category,word
2251,sport,polo
2252,sport,boxing
2253,sport,rugby
2254,sport,hunting
2255,sport,water skiing
2256,sport,gymnastics
2257,sport,racing
2258,sport,sailing
2259,sport,boating
2260,sport,pool
2261,sport,horse racing
2262,sport,ice hockey
2263,sport,jai alai
2264,sport,squash
2265,sport,diving
2266,sport,judo
2267,sport,surfing
2268,sport,chess
2269,sport,cross-country
2270,sport,running
2271,sport,car racing
2272,sport,croquet
2273,sport,riding
2274,sport,canoeing
2275,sport,cricket
2276,sport,hiking
2277,sport,horseshoes
2278,sport,roller skating
2279,sport,rowing
2280,sport,speedball
2281,sport,tumbling
2282,sport,skating
2283,sport,checkers
2284,sport,flicker ball
2285,sport,shooting
2286,sport,skin diving
2287,sport,snow skiing
2288,sport,track and field
2289,sport,weight lifting
2290,sport,apparatus
2291,sport,camping
2292,sport,cards
2293,sport,dancing
2294,sport,field
2295,sport,field hockey
2296,sport,girls
2297,sport,pole vault
2298,sport,shuffleboard
2299,sport,skate boarding
2300,sport,speedaway
2301,sport,water polo
2302,weather phenomenon,hurricane
2303,weather phenomenon,tornado
2304,weather phenomenon,rain
2305,weather phenomenon,snow
2306,weather phenomenon,hail
2307,weather phenomenon,sleet
2308,weather phenomenon,storm
2309,weather phenomenon,wind
2310,weather phenomenon,cyclone
2311,weather phenomenon,clouds
2312,weather phenomenon,sun
2313,weather phenomenon,lightning
2314,weather phenomenon,typhoon
2315,weather phenomenon,thunder
2316,weather phenomenon,cold
2317,weather phenomenon,blizzard
2318,weather phenomenon,fog
2319,weather phenomenon,monsoon
2320,weather phenomenon,thunderstorm
2321,weather phenomenon,humidity
2322,weather phenomenon,sunny
2323,weather phenomenon,hot
2324,weather phenomenon,tidal wave
2325,weather phenomenon,hailstorm
2326,weather phenomenon,drought
2327,weather phenomenon,earthquake
2328,weather phenomenon,heat
2329,weather phenomenon,ice
2330,weather phenomenon,rainbow
2331,weather phenomenon,windstorm
2332,weather phenomenon,clear
2333,weather phenomenon,snowstorm
2334,weather phenomenon,warm
2335,weather phenomenon,gale
2336,weather phenomenon,waterspout
2337,weather phenomenon,mist
2338,weather phenomenon,rainstorm
2339,weather phenomenon,twister
2340,weather phenomenon,frost
2341,weather phenomenon,dust storm
2342,weather phenomenon,heat wave
2343,weather phenomenon,smog
2344,weather phenomenon,drizzle
2345,weather phenomenon,high pressure
2346,weather phenomenon,dry
2347,weather phenomenon,foggy
2348,weather phenomenon,low pressure
2349,weather phenomenon,rainy
2350,weather phenomenon,temperature
2351,weather phenomenon,whirlwind
2352,weather phenomenon,breeze
2353,weather phenomenon,calm
2354,weather phenomenon,dew
2355,weather phenomenon,fair
2356,weather phenomenon,front
2357,weather phenomenon,high
2358,weather phenomenon,humid
2359,weather phenomenon,low
2360,weather phenomenon,mild
2361,weather phenomenon,squall
2362,weather phenomenon,avalanche
2363,weather phenomenon,clear sky
2364,weather phenomenon,cloud burst
2365,weather phenomenon,overcast
2366,weather phenomenon,sandstorm
2367,weather phenomenon,tempest
2368,weather phenomenon,thermometer
2369,weather phenomenon,volcano eruption
2370,weather phenomenon,weather vane
2371,weather phenomenon,aurora borealis
2372,weather phenomenon,barometer
2373,weather phenomenon,cold front
2374,weather phenomenon,cold spell
2375,weather phenomenon,dampness
2376,weather phenomenon,eclipse
2377,weather phenomenon,electrical storm
2378,weather phenomenon,glaze
2379,weather phenomenon,haze
2380,weather phenomenon,northern lights
2381,weather phenomenon,pour
2382,weather phenomenon,pressure
2383,weather phenomenon,showers
2384,weather phenomenon,slush
2385,article of clothing,shirt
2386,article of clothing,socks
2387,article of clothing,pants
2388,article of clothing,shoes
2389,article of clothing,blouse
2390,article of clothing,skirt
2391,article of clothing,coat
2392,article of clothing,dress
2393,article of clothing,hat
2394,article of clothing,sweater
2395,article of clothing,tie
2396,article of clothing,slip
2397,article of clothing,jacket
2398,article of clothing,slacks
2399,article of clothing,gloves
2400,article of clothing,belt
2401,article of clothing,underwear
2402,article of clothing,shorts
2403,article of clothing,bra
2404,article of clothing,scarf
2405,article of clothing,suit
2406,article of clothing,t-shirt
2407,article of clothing,stockings
2408,article of clothing,trousers
2409,article of clothing,undershirt
2410,article of clothing,vest
2411,article of clothing,nylons
2412,article of clothing,girdle
2413,article of clothing,underpants
2414,article of clothing,overcoat
2415,article of clothing,bermudas
2416,article of clothing,hose
2417,article of clothing,raincoat
2418,article of clothing,panties
2419,article of clothing,jumper
2420,article of clothing,sweat shirt
2421,article of clothing,bathing suit
2422,article of clothing,cap
2423,article of clothing,boots
2424,article of clothing,pajamas
2425,article of clothing,rings
2426,article of clothing,robe
2427,article of clothing,shift
2428,article of clothing,earmuffs
2429,article of clothing,jock
2430,article of clothing,shell
2431,article of clothing,watch
2432,article of clothing,ascot
2433,article of clothing,cuff links
2434,article of clothing,dickey
2435,article of clothing,handkerchief
2436,article of clothing,swimsuit
2437,article of clothing,levi's
2438,article of clothing,sports coat
2439,article of clothing,apron
2440,article of clothing,bracelet
2441,article of clothing,cape
2442,article of clothing,chemise
2443,article of clothing,culottes
2444,article of clothing,garter
2445,article of clothing,hairband
2446,article of clothing,jeans
2447,article of clothing,jersey
2448,article of clothing,knee socks
2449,article of clothing,muffler
2450,article of clothing,necktie
2451,article of clothing,nightgown
2452,article of clothing,parka
2453,article of clothing,purse
2454,article of clothing,ribbon
2455,article of clothing,suspenders
2456,article of clothing,topcoat
2457,article of clothing,tuxedo
2458,article of clothing,underclothes
2459,article of clothing,undershorts
2460,part of a building,window
2461,part of a building,door
2462,part of a building,roof
2463,part of a building,wall
2464,part of a building,floor
2465,part of a building,ceiling
2466,part of a building,room
2467,part of a building,basement
2468,part of a building,brick
2469,part of a building,hall
2470,part of a building,stair
2471,part of a building,elevator
2472,part of a building,chimney
2473,part of a building,foundation
2474,part of a building,steps
2475,part of a building,stairway
2476,part of a building,attic
2477,part of a building,cement
2478,part of a building,wood
2479,part of a building,bathroom
2480,part of a building,closet
2481,part of a building,corner
2482,part of a building,glass
2483,part of a building,cornerstone
2484,part of a building,beams
2485,part of a building,kitchen
2486,part of a building,lights
2487,part of a building,side
2488,part of a building,cellar
2489,part of a building,office
2490,part of a building,porch
2491,part of a building,living room
2492,part of a building,lobby
2493,part of a building,bedroom
2494,part of a building,wing
2495,part of a building,entrance
2496,part of a building,furniture
2497,part of a building,stone
2498,part of a building,corridor
2499,part of a building,chairs
2500,part of a building,doorway
2501,part of a building,frame
2502,part of a building,rafters
2503,part of a building,front
2504,part of a building,dining room
2505,part of a building,facade
2506,part of a building,hallway
2507,part of a building,mortar
2508,part of a building,siding
2509,part of a building,desk
2510,part of a building,gutters
2511,part of a building,inside
2512,part of a building,nails
2513,part of a building,shutters
2514,part of a building,eaves
2515,part of a building,first floor
2516,part of a building,girders
2517,part of a building,ledges
2518,part of a building,pipes
2519,part of a building,shingle
2520,part of a building,blackboard
2521,part of a building,fireplace
2522,part of a building,furnace
2523,part of a building,lounge
2524,part of a building,outside
2525,part of a building,tile
2526,part of a building,apartment
2527,part of a building,awnings
2528,part of a building,back
2529,part of a building,balcony
2530,part of a building,banister
2531,part of a building,classrooms
2532,part of a building,cornice
2533,part of a building,framework
2534,part of a building,gable
2535,part of a building,joist
2536,part of a building,metal
2537,part of a building,paint
2538,part of a building,plaster
2539,part of a building,plumbing
2540,part of a building,second floor
2541,part of a building,sidewalk
2542,part of a building,steel
2543,part of a building,windowsill
2544,part of a building,wiring
2545,part of a building,annex
2546,part of a building,boards
2547,part of a building,concrete
2548,part of a building,doorknob
2549,part of a building,escalator
2550,part of a building,fire escape
2551,part of a building,flagpole
2552,part of a building,insulation
2553,part of a building,laboratory
2554,part of a building,level
2555,part of a building,rain gutters
2556,part of a building,rest rooms
2557,part of a building,shade
2558,part of a building,stories
2559,part of a building,structure
2560,part of a building,towers
2561,part of a building,washroom
2562,part of a building,window ledge
2563,part of a building,woodwork
2564,part of a building,block
2565,part of a building,boiler room
2566,part of a building,buttress
2567,part of a building,cable
2568,part of a building,carpet
2569,part of a building,cinder blocks
2570,part of a building,den
2571,part of a building,dome
2572,part of a building,dormer
2573,part of a building,drinking fountain
2574,part of a building,entrance foyer
2575,part of a building,exit
2576,part of a building,flight
2577,part of a building,ground floor
2578,part of a building,lintel
2579,part of a building,lock
2580,part of a building,lumber
2581,part of a building,main floor
2582,part of a building,partitions
2583,part of a building,people
2584,part of a building,pillar
2585,part of a building,rear
2586,part of a building,rec room
2587,part of a building,rod
2588,part of a building,rug
2589,part of a building,section
2590,part of a building,sink
2591,part of a building,skylight
2592,part of a building,staircase
2593,part of a building,stairwell
2594,part of a building,steeple
2595,part of a building,supports
2596,part of a building,tap
2597,part of a building,third floor
2598,part of a building,toilet
2599,part of a building,upper floors
2600,part of a building,vestibule
2601,chemical element,oxygen
2602,chemical element,hydrogen
2603,chemical element,nitrogen
2604,chemical element,sodium
2605,chemical element,iron
2606,chemical element,gold
2607,chemical element,helium
2608,chemical element,silver
2609,chemical element,potassium
2610,chemical element,copper
2611,chemical element,carbon
2612,chemical element,sulfur
2613,chemical element,chlorine
2614,chemical element,zinc
2615,chemical element,magnesium
2616,chemical element,aluminum
2617,chemical element,fluorine
2618,chemical element,phosphorus
2619,chemical element,calcium
2620,chemical element,uranium
2621,chemical element,lead
2622,chemical element,argon
2623,chemical element,neon
2624,chemical element,mercury
2625,chemical element,boron
2626,chemical element,lithium
2627,chemical element,manganese
2628,chemical element,iodine
2629,chemical element,tin
2630,chemical element,acid
2631,chemical element,bromine
2632,chemical element,water
2633,chemical element,radium
2634,chemical element,krypton
2635,chemical element,cobalt
2636,chemical element,barium
2637,chemical element,nickel
2638,chemical element,platinum
2639,chemical element,beryllium
2640,chemical element,xenon
2641,chemical element,plutonium
2642,chemical element,radon
2643,chemical element,silicon
2644,chemical element,antimony
2645,chemical element,bromide
2646,chemical element,carbon dioxide
2647,chemical element,chromium
2648,chemical element,rubidium
2649,chemical element,titanium
2650,chemical element,arsenic
2651,chemical element,astatine
2652,chemical element,tungsten
2653,chemical element,cadmium
2654,chemical element,chloride
2655,chemical element,salt
2656,chemical element,alcohol
2657,chemical element,base
2658,chemical element,bismuth
2659,chemical element,cesium
2660,chemical element,francium
2661,chemical element,molybdenum
2662,chemical element,nitric acid
2663,chemical element,sodium chloride
2664,chemical element,sulfate
2665,chemical element,californium
2666,chemical element,gas
2667,chemical element,hydrochloric acid
2668,chemical element,tellurium
2669,chemical element,zinc oxide
2670,chemical element,zirconium
2671,chemical element,alkaline
2672,chemical element,ammonia
2673,chemical element,carbon monoxide
2674,chemical element,dioxide
2675,chemical element,ferric
2676,chemical element,freon
2677,chemical element,glycerin
2678,chemical element,hydrochloride
2679,chemical element,ion
2680,chemical element,lawrencium
2681,chemical element,nitrate
2682,chemical element,nitroglycerin
2683,chemical element,oil
2684,chemical element,peroxide
2685,chemical element,polonium
2686,chemical element,strontium
2687,chemical element,sulfuric acid
2688,musical instrument,piano
2689,musical instrument,drum
2690,musical instrument,trumpet
2691,musical instrument,violin
2692,musical instrument,clarinet
2693,musical instrument,flute
2694,musical instrument,guitar
2695,musical instrument,saxophone
2696,musical instrument,trombone
2697,musical instrument,oboe
2698,musical instrument,tuba
2699,musical instrument,harp
2700,musical instrument,cello
2701,musical instrument,banjo
2702,musical instrument,bass
2703,musical instrument,organ
2704,musical instrument,french horn
2705,musical instrument,viola
2706,musical instrument,horn
2707,musical instrument,piccolo
2708,musical instrument,cymbals
2709,musical instrument,harmonica
2710,musical instrument,bassoon
2711,musical instrument,accordion
2712,musical instrument,cornet
2713,musical instrument,xylophone
2714,musical instrument,fiddle
2715,musical instrument,harpsichord
2716,musical instrument,bass fiddle
2717,musical instrument,bugle
2718,musical instrument,baritone
2719,musical instrument,ukulele
2720,musical instrument,triangle
2721,musical instrument,bells
2722,musical instrument,tambourine
2723,musical instrument,bongos
2724,musical instrument,sousaphone
2725,musical instrument,bass drum
2726,musical instrument,mandolin
2727,musical instrument,marimba
2728,musical instrument,tympani
2729,musical instrument,english horn
2730,musical instrument,recorder
2731,musical instrument,lute
2732,musical instrument,zither
2733,musical instrument,bass viol
2734,musical instrument,bass viola
2735,musical instrument,chimes
2736,musical instrument,clavichord
2737,musical instrument,string bass
2738,musical instrument,vibes
2739,musical instrument,autoharp
2740,musical instrument,bass clarinet
2741,musical instrument,bass violin
2742,musical instrument,castanet
2743,musical instrument,double bass
2744,musical instrument,fife
2745,musical instrument,jew's harp
2746,musical instrument,kettledrum
2747,musical instrument,slide trombone
2748,kind of money,dollars
2749,kind of money,nickels
2750,kind of money,dimes
2751,kind of money,quarters
2752,kind of money,pennies
2753,kind of money,francs
2754,kind of money,pesos
2755,kind of money,pounds
2756,kind of money,half dollar
2757,kind of money,coins
2758,kind of money,lira
2759,kind of money,yen
2760,kind of money,paper money
2761,kind of money,ruble
2762,kind of money,silver
2763,kind of money,mark
2764,kind of money,cents
2765,kind of money,shilling
2766,kind of money,check
2767,kind of money,gold
2768,kind of money,silver dollar
2769,kind of money,fifty-cent piece
2770,kind of money,dollar bill
2771,kind of money,ten dollars
2772,kind of money,five
2773,kind of money,centavo
2774,kind of money,pence
2775,kind of money,bill
2776,kind of money,currency
2777,kind of money,gold piece
2778,kind of money,bonds
2779,kind of money,twenty
2780,kind of money,guinea
2781,kind of money,six pence
2782,kind of money,sou
2783,kind of money,crown
2784,kind of money,fifty
2785,kind of money,copper
2786,kind of money,kopeck
2787,kind of money,hundred
2788,kind of money,change
2789,kind of money,peseta
2790,kind of money,pfennig
2791,kind of money,stocks
2792,kind of money,american
2793,kind of money,cash
2794,kind of money,doubloon
2795,kind of money,hard money
2796,kind of money,money order
2797,kind of money,rupee
2798,kind of money,greenback
2799,kind of money,note
2800,kind of money,sen
2801,kind of money,bolivar
2802,kind of money,canadian
2803,kind of money,foreign
2804,kind of money,half penny
2805,kind of money,mill
2806,kind of money,seashells
2807,kind of money,sterling
2808,kind of money,traveler's checks
2809,kind of money,wampum
2810,kind of money,beads
2811,kind of money,confederate
2812,kind of money,dinar
2813,kind of money,english
2814,kind of money,farthing
2815,kind of money,green
2816,kind of money,krona
2817,kind of money,mexican
2818,kind of money,paper dollar
2819,kind of money,savings bond
2820,kind of money,two-dollar bill
2821,kind of money,baht
2822,kind of money,buck
2823,kind of money,bullion
2824,kind of money,centime
2825,kind of money,counterfeit
2826,kind of money,cruzeiro
2827,kind of money,drachma
2828,kind of money,federal reserve no
2829,kind of money,fiver
2830,kind of money,guilder
2831,kind of money,half cent
2832,kind of money,ious
2833,kind of money,one thousand dolla
2834,kind of money,paper bill
2835,kind of money,play money
2836,kind of money,pound sterling
2837,kind of money,sawbuck
2838,kind of money,script
2839,kind of money,shekel
2840,kind of money,silver certificate
2841,kind of money,two bits
2842,type of music,jazz
2843,type of music,classical
2844,type of music,rock'n'roll
2845,type of music,popular
2846,type of music,folk
2847,type of music,symphony
2848,type of music,opera
2849,type of music,blues
2850,type of music,modern
2851,type of music,country
2852,type of music,waltz
2853,type of music,hillbilly
2854,type of music,instrumental
2855,type of music,pop
2856,type of music,western
2857,type of music,baroque
2858,type of music,contemporary
2859,type of music,concerto
2860,type of music,dixieland
2861,type of music,concert
2862,type of music,semiclassical
2863,type of music,march
2864,type of music,rhythm and blues
2865,type of music,romantic
2866,type of music,sonata
2867,type of music,swing
2868,type of music,country and wester
2869,type of music,religious
2870,type of music,dance
2871,type of music,fast
2872,type of music,slow
2873,type of music,chamber
2874,type of music,spiritual
2875,type of music,ballad
2876,type of music,long-hair
2877,type of music,mood
2878,type of music,operetta
2879,type of music,orchestral
2880,type of music,song
2881,type of music,band
2882,type of music,bluegrass
2883,type of music,bossa nova
2884,type of music,hymns
2885,type of music,polka
2886,type of music,bop
2887,type of music,show tunes
2888,type of music,show music
2889,type of music,vocal
2890,type of music,beatles
2891,type of music,broadway
2892,type of music,calypso
2893,type of music,musicals
2894,type of music,soft
2895,type of music,spanish
2896,type of music,fugue
2897,type of music,minuet
2898,type of music,modern jazz
2899,type of music,movie theme
2900,type of music,bebop
2901,type of music,chorus
2902,type of music,flamenco
2903,type of music,fox-trot
2904,type of music,good
2905,type of music,melody
2906,type of music,ragtime
2907,type of music,rumba
2908,type of music,bach
2909,type of music,bad
2910,type of music,ballroom
2911,type of music,barbershop
2912,type of music,beethoven
2913,type of music,broadway hit
2914,type of music,cha-cha
2915,type of music,choral
2916,type of music,danceable
2917,type of music,frug
2918,type of music,hit tunes
2919,type of music,madrigal
2920,type of music,organ
2921,type of music,piano
2922,type of music,progressive
2923,type of music,renaissance
2924,type of music,solo
2925,type of music,tango
2926,type of music,twist
2927,type of music,violin
2928,type of music,background
2929,type of music,ballet
2930,type of music,brahms
2931,type of music,chanson
2932,type of music,choir
2933,type of music,christmas
2934,type of music,contata
2935,type of music,contemporary jazz
2936,type of music,current
2937,type of music,dance band
2938,type of music,dinner
2939,type of music,discotheque
2940,type of music,drums
2941,type of music,foreign
2942,type of music,guitar
2943,type of music,happy
2944,type of music,hawaiian
2945,type of music,honky-tonk
2946,type of music,impressionistic
2947,type of music,jitterbug
2948,type of music,latin american
2949,type of music,light
2950,type of music,lively
2951,type of music,loud
2952,type of music,lyric
2953,type of music,neoclassic
2954,type of music,offbeat
2955,type of music,oratorio
2956,type of music,overture
2957,type of music,percussion
2958,type of music,primitive
2959,type of music,progressive jazz
2960,type of music,quartet
2961,type of music,record
2962,type of music,rhapsody
2963,type of music,rock
2964,type of music,sad
2965,type of music,singing
2966,type of music,soothing
2967,type of music,soul
2968,type of music,sweet
2969,type of music,themes
2970,bird,robin
2971,bird,sparrow
2972,bird,cardinal
2973,bird,blue jay
2974,bird,eagle
2975,bird,crow
2976,bird,bluebird
2977,bird,canary
2978,bird,parrakeet
2979,bird,hawk
2980,bird,blackbird
2981,bird,wren
2982,bird,oriole
2983,bird,parrot
2984,bird,pigeon
2985,bird,hummingbird
2986,bird,starling
2987,bird,woodpecker
2988,bird,vulture
2989,bird,swallow
2990,bird,chicken
2991,bird,dove
2992,bird,duck
2993,bird,owl
2994,bird,redbird
2995,bird,sea gull
2996,bird,thrush
2997,bird,falcon
2998,bird,jay
2999,bird,pheasant
3000,bird,finch
3001,bird,mockingbird
3002,bird,buzzard
3003,bird,ostrich
3004,bird,flamingo
3005,bird,lark
3006,bird,peacock
3007,bird,turkey
3008,bird,penguin
3009,bird,purple martin
3010,bird,raven
3011,bird,swan
3012,bird,crane
3013,bird,geese
3014,bird,chickadee
3015,bird,pelican
3016,bird,stork
3017,bird,warbler
3018,bird,catbird
3019,bird,grackle
3020,bird,quail
3021,bird,goldfinch
3022,bird,meadowlark
3023,bird,nightingale
3024,bird,rooster
3025,bird,kingfisher
3026,bird,martin
3027,bird,myna bird
3028,bird,bobwhite
3029,bird,egret
3030,bird,snowbird
3031,bird,condor
3032,bird,emu
3033,bird,hen
3034,bird,heron
3035,bird,lovebird
3036,bird,scarlet tanager
3037,bird,yellow-bellied sap
3038,bird,albatross
3039,bird,bat
3040,bird,baltimore oriole
3041,bird,eye
3042,bird,morning dove
3043,bird,redwing
3044,bird,wing
3045,bird,bald eagle
3046,bird,beak
3047,bird,bobolink
3048,bird,chimney swift
3049,bird,cowbird
3050,bird,dodo
3051,bird,feathers
3052,bird,feet
3053,bird,flicker
3054,bird,go
3055,bird,junco
3056,bird,osprey
3057,bird,red-headed woodpec
3058,bird,redwing back
3059,bird,run
3060,bird,stop
3061,bird,tern
3062,bird,toucan
3063,bird,whippoorwill
3064,bird,wood thrush
3065,nonalcoholic beverage,milk
3066,nonalcoholic beverage,coke
3067,nonalcoholic beverage,water
3068,nonalcoholic beverage,orange drink
3069,nonalcoholic beverage,coffee
3070,nonalcoholic beverage,tea
3071,nonalcoholic beverage,pepsi
3072,nonalcoholic beverage,lemonade
3073,nonalcoholic beverage,7up
3074,nonalcoholic beverage,grape juice
3075,nonalcoholic beverage,soda
3076,nonalcoholic beverage,root beer
3077,nonalcoholic beverage,ginger ale
3078,nonalcoholic beverage,fruit juice
3079,nonalcoholic beverage,juice
3080,nonalcoholic beverage,punch
3081,nonalcoholic beverage,tomato juice
3082,nonalcoholic beverage,kool-aid
3083,nonalcoholic beverage,milkshake
3084,nonalcoholic beverage,teem
3085,nonalcoholic beverage,orangeade
3086,nonalcoholic beverage,pop
3087,nonalcoholic beverage,iced tea
3088,nonalcoholic beverage,sprite
3089,nonalcoholic beverage,apple juice
3090,nonalcoholic beverage,grapefruit juice
3091,nonalcoholic beverage,cocoa
3092,nonalcoholic beverage,limeade
3093,nonalcoholic beverage,soft drink
3094,nonalcoholic beverage,mountain dew
3095,nonalcoholic beverage,pineapple juice
3096,nonalcoholic beverage,malt
3097,nonalcoholic beverage,cola
3098,nonalcoholic beverage,fruit drink
3099,nonalcoholic beverage,diet rite
3100,nonalcoholic beverage,hawaiian punch
3101,nonalcoholic beverage,hot chocolate
3102,nonalcoholic beverage,soda pop
3103,nonalcoholic beverage,eggnog
3104,nonalcoholic beverage,squirt
3105,nonalcoholic beverage,cider
3106,nonalcoholic beverage,lemon
3107,nonalcoholic beverage,prune juice
3108,nonalcoholic beverage,carbonated drink
3109,nonalcoholic beverage,cream soda
3110,nonalcoholic beverage,royal crown
3111,nonalcoholic beverage,tab
3112,nonalcoholic beverage,upper 10
3113,nonalcoholic beverage,chocolate milk
3114,nonalcoholic beverage,like
3115,nonalcoholic beverage,vegetable juice
3116,nonalcoholic beverage,cherry
3117,nonalcoholic beverage,coconut-juice milk
3118,nonalcoholic beverage,dr. pepper
3119,nonalcoholic beverage,grape soda
3120,nonalcoholic beverage,iced coffee
3121,nonalcoholic beverage,lemon lime
3122,nonalcoholic beverage,lime
3123,nonalcoholic beverage,seltzer
3124,nonalcoholic beverage,skim milk
3125,nonalcoholic beverage,tang
3126,nonalcoholic beverage,v-8 juice
3127,nonalcoholic beverage,ade
3128,nonalcoholic beverage,ale
3129,nonalcoholic beverage,beer
3130,nonalcoholic beverage,bouillon
3131,nonalcoholic beverage,bubble-up
3132,nonalcoholic beverage,buttermilk
3133,nonalcoholic beverage,carrot juice
3134,nonalcoholic beverage,chocolate
3135,nonalcoholic beverage,cream
3136,nonalcoholic beverage,ice-cream soda
3137,nonalcoholic beverage,phosphates
3138,nonalcoholic beverage,soda water
3139,nonalcoholic beverage,soup
3140,nonalcoholic beverage,tru ade
3141,nonalcoholic beverage,whiskey
3142,type of vehicle,car
3143,type of vehicle,bus
3144,type of vehicle,airplane
3145,type of vehicle,train
3146,type of vehicle,truck
3147,type of vehicle,bicycle
3148,type of vehicle,motorcycle
3149,type of vehicle,boat
3150,type of vehicle,scooter
3151,type of vehicle,wagon
3152,type of vehicle,bike
3153,type of vehicle,ship
3154,type of vehicle,motor scooter
3155,type of vehicle,tricycle
3156,type of vehicle,tractor
3157,type of vehicle,auto
3158,type of vehicle,taxi
3159,type of vehicle,cart
3160,type of vehicle,trolley car
3161,type of vehicle,jeep
3162,type of vehicle,jet
3163,type of vehicle,streetcar
3164,type of vehicle,trailer
3165,type of vehicle,skates
3166,type of vehicle,cab
3167,type of vehicle,helicopter
3168,type of vehicle,subway
3169,type of vehicle,motorbike
3170,type of vehicle,tank
3171,type of vehicle,carriage
3172,type of vehicle,honda
3173,type of vehicle,horse
3174,type of vehicle,feet
3175,type of vehicle,sled
3176,type of vehicle,cycle
3177,type of vehicle,rocket
3178,type of vehicle,roller skates
3179,type of vehicle,skate baord
3180,type of vehicle,van
3181,type of vehicle,ford
3182,type of vehicle,sports car
3183,type of vehicle,chevrolet
3184,type of vehicle,limousine
3185,type of vehicle,canoe
3186,type of vehicle,go-cart
3187,type of vehicle,station wagon
3188,type of vehicle,submarine
3189,type of vehicle,volkswagen
3190,type of vehicle,buggy
3191,type of vehicle,el
3192,type of vehicle,unicycle
3193,type of vehicle,balloon
3194,type of vehicle,cadillac
3195,type of vehicle,convertible
3196,type of vehicle,rickshaw
3197,type of vehicle,lawn mower
3198,type of vehicle,monorail
3199,type of vehicle,raft
3200,type of vehicle,skis
3201,type of vehicle,ambulance
3202,type of vehicle,buick
3203,type of vehicle,cable car
3204,type of vehicle,corvair
3205,type of vehicle,coupe
3206,type of vehicle,dogsled
3207,type of vehicle,dump truck
3208,type of vehicle,elevator
3209,type of vehicle,falcon
3210,type of vehicle,fire engine
3211,type of vehicle,golf cart
3212,type of vehicle,hands
3213,type of vehicle,horse and buggy
3214,type of vehicle,jaguar
3215,type of vehicle,mg
3216,type of vehicle,mustang
3217,type of vehicle,oldsmobile
3218,type of vehicle,panel truck
3219,type of vehicle,pontiac
3220,type of vehicle,ride
3221,type of vehicle,rocket ship
3222,type of vehicle,sedan
3223,type of vehicle,surfboard
3224,type of vehicle,surrey
3225,type of vehicle,tram
3226,type of vehicle,triumph
3227,type of vehicle,wheelbarrow
3228,type of vehicle,yamaha
3229,science,chemistry
3230,science,physics
3231,science,psychology
3232,science,biology
3233,science,zoology
3234,science,botany
3235,science,astronomy
3236,science,mathematics
3237,science,geology
3238,science,microbiology
3239,science,sociology
3240,science,entomology
3241,science,medicine
3242,science,engineering
3243,science,biochemistry
3244,science,meteorology
3245,science,physiology
3246,science,anatomy
3247,science,anthropology
3248,science,genetics
3249,science,philosophy
3250,science,astrology
3251,science,geography
3252,science,metallurgy
3253,science,bacteriology
3254,science,organic chemistry
3255,science,archaeology
3256,science,biophysics
3257,science,embryology
3258,science,agriculture
3259,science,general science
3260,science,kinesiology
3261,science,oceanography
3262,science,pathology
3263,science,agronomy
3264,science,criminology
3265,science,dentistry
3266,science,history
3267,science,pharmacology
3268,science,aerodynamics
3269,science,architecture
3270,science,earth
3271,science,electrical enginee
3272,science,electronics
3273,science,histology
3274,science,nutrition
3275,science,pharmacy
3276,science,physical science
3277,science,political science
3278,science,social
3279,science,virology
3280,toy,doll
3281,toy,ball
3282,toy,car
3283,toy,gun
3284,toy,truck
3285,toy,train
3286,toy,game
3287,toy,block
3288,toy,bat
3289,toy,top
3290,toy,boat
3291,toy,dollhouse
3292,toy,airplane
3293,toy,toy soldiers
3294,toy,wagon
3295,toy,stuffed animal
3296,toy,bike
3297,toy,jacks
3298,toy,puzzle
3299,toy,teddy bear
3300,toy,rattle
3301,toy,bicycle
3302,toy,jump rope
3303,toy,tricycle
3304,toy,balloon
3305,toy,rocking horse
3306,toy,yo-yo
3307,toy,marbles
3308,toy,rope
3309,toy,horse
3310,toy,skates
3311,toy,animals
3312,toy,books
3313,toy,dishes
3314,toy,drum
3315,toy,fire engine
3316,toy,football
3317,toy,cards
3318,toy,crayons
3319,toy,jack-in-the-box
3320,toy,monopoly
3321,toy,tractor
3322,toy,baseball
3323,toy,erector set
3324,toy,glove
3325,toy,swing
3326,toy,cap guns
3327,toy,scooter
3328,toy,dog
3329,toy,hammer
3330,toy,roller skates
3331,toy,ships
3332,toy,tinkertoys
3333,toy,checkers
3334,toy,baby carriage
3335,toy,clay
3336,toy,house
3337,toy,tank
3338,toy,basketball
3339,toy,chemistry set
3340,toy,coloring book
3341,toy,kite
3342,toy,knives
3343,toy,playhouse
3344,toy,puppet
3345,toy,robots
3346,toy,sled
3347,toy,whistle
3348,toy,bells
3349,toy,bow and arrow
3350,toy,clown
3351,toy,cutouts
3352,toy,hammer set
3353,toy,helmet
3354,toy,hula hoop
3355,toy,model
3356,toy,model plane kit
3357,toy,paper dolls
3358,toy,pick-up sticks
3359,toy,sandbox
3360,toy,slinky
3361,toy,squirt gun
3362,toy,stoves
3363,toy,water pistol
3364,toy,army men
3365,toy,baby doll
3366,toy,baseball glove
3367,toy,beads
3368,toy,bear
3369,toy,box
3370,toy,buggy
3371,toy,cat
3372,toy,cowboy
3373,toy,hats
3374,toy,music box
3375,toy,pogo stick
3376,toy,popgun
3377,toy,punching bag
3378,toy,rifle
3379,toy,telephone
